index,datetime,service,instance,message,level,anomaly_type,st_time,ed_time,duration,data_type
0,2021-07-01,dbservice,dbservice1,"2021-07-01 11:54:27,616 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-01 11:44:26.882752 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-01 11:44:27.616000,2021-07-01 11:54:27.616000,600,train
4090,2021-07-09,redisservice,redisservice1,"2021-07-09 07:36:45,981 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-09 07:26:44.262524 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-09 07:26:45.981000,2021-07-09 07:36:45.981000,600,test
4091,2021-07-09,logservice,logservice1,"2021-07-09 18:30:15,060 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-09 18:20:12.351638 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-09 18:20:15.060000,2021-07-09 18:30:15.060000,600,test
4092,2021-07-09,logservice,logservice1,"2021-07-09 23:42:11,859 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-09 23:32:09.559676 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-09 23:32:11.859000,2021-07-09 23:42:11.859000,600,test
4093,2021-07-09,logservice,logservice2,"2021-07-09 01:35:22,788 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-09 01:25:21.116882 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-09 01:25:22.788000,2021-07-09 01:35:22.788000,600,test
4094,2021-07-09,logservice,logservice2,"2021-07-09 04:17:55,758 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-09 04:07:53.992875 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-09 04:07:55.758000,2021-07-09 04:17:55.758000,600,test
4095,2021-07-10,dbservice,dbservice1,"2021-07-10 09:23:53,943 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 09:13:53.259806 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 09:13:53.943000,2021-07-10 09:23:53.943000,600,test
4096,2021-07-10,dbservice,dbservice1,"2021-07-10 10:47:12,620 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 10:37:12.014842 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 10:37:12.620000,2021-07-10 10:47:12.620000,600,test
4097,2021-07-10,dbservice,dbservice2,"2021-07-10 19:18:46,152 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 19:08:45.264892 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 19:08:46.152000,2021-07-10 19:18:46.152000,600,test
4098,2021-07-10,dbservice,dbservice2,"2021-07-10 21:40:37,121 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 21:30:36.252898 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 21:30:37.121000,2021-07-10 21:40:37.121000,600,test
4099,2021-07-10,webservice,webservice2,"2021-07-10 04:15:58,766 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 04:05:56.975590 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 04:05:58.766000,2021-07-10 04:15:58.766000,600,test
4100,2021-07-10,webservice,webservice2,"2021-07-10 05:58:23,836 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 05:48:21.963586 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 05:48:23.836000,2021-07-10 05:58:23.836000,600,test
4101,2021-07-10,webservice,webservice1,"2021-07-10 01:40:57,809 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 01:30:55.326528 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 01:30:57.809000,2021-07-10 01:40:57.809000,600,test
4102,2021-07-10,webservice,webservice1,"2021-07-10 04:10:01,067 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 04:00:00.967689, last for 600 seconds",WARNING,[file moving program],2021-07-10 04:00:01.067000,2021-07-10 04:10:01.067000,600,test
4103,2021-07-10,webservice,webservice1,"2021-07-10 07:54:23,124 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 07:44:20.406521 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 07:44:23.124000,2021-07-10 07:54:23.124000,600,test
4104,2021-07-10,webservice,webservice1,"2021-07-10 16:10:00,835 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-10 16:00:00.737905, last for 600 seconds",WARNING,[file moving program],2021-07-10 16:00:00.835000,2021-07-10 16:10:00.835000,600,test
4105,2021-07-10,webservice,webservice1,"2021-07-10 22:47:59,740 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 22:37:57.622522 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 22:37:59.740000,2021-07-10 22:47:59.740000,600,test
4106,2021-07-10,redisservice,redisservice1,"2021-07-10 02:08:54,623 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 01:58:52.778520 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 01:58:54.623000,2021-07-10 02:08:54.623000,600,test
4107,2021-07-10,redisservice,redisservice1,"2021-07-10 03:01:16,899 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-10 03:01:16.899000,2021-07-10 03:11:16.899000,600,test
4108,2021-07-10,redisservice,redisservice1,"2021-07-10 18:43:55,654 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 18:33:53.222529 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 18:33:55.654000,2021-07-10 18:43:55.654000,600,test
4520,2021-07-10,redisservice,redisservice2,"2021-07-10 02:07:19,346 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 01:57:18.376971 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 01:57:19.346000,2021-07-10 02:07:19.346000,600,test
4521,2021-07-10,redisservice,redisservice2,"2021-07-10 21:59:39,213 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 21:49:38.344948 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 21:49:39.213000,2021-07-10 21:59:39.213000,600,test
4522,2021-07-10,logservice,logservice1,"2021-07-10 05:27:43,563 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 05:17:41.459595 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 05:17:43.563000,2021-07-10 05:27:43.563000,600,test
4523,2021-07-10,logservice,logservice1,"2021-07-10 17:05:56,686 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 16:55:55.679583 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 16:55:56.686000,2021-07-10 17:05:56.686000,600,test
4524,2021-07-10,logservice,logservice1,"2021-07-10 20:52:47,071 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 20:42:45.983631 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 20:42:47.071000,2021-07-10 20:52:47.071000,600,test
4525,2021-07-10,logservice,logservice2,"2021-07-10 01:23:10,333 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 01:13:08.756949 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 01:13:10.333000,2021-07-10 01:23:10.333000,600,test
4526,2021-07-10,logservice,logservice2,"2021-07-10 13:38:16,541 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-10 13:28:14.632876 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-10 13:28:16.541000,2021-07-10 13:38:16.541000,600,test
4527,2021-07-11,dbservice,dbservice1,"2021-07-11 00:45:02,484 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 00:34:55.802692 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 00:35:02.484000,2021-07-11 00:45:02.484000,600,test
4528,2021-07-11,dbservice,dbservice1,"2021-07-11 19:37:18,929 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 19:27:18.254847 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 19:27:18.929000,2021-07-11 19:37:18.929000,600,test
4529,2021-07-11,webservice,webservice2,"2021-07-11 11:34:02,678 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 11:24:01.759595 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 11:24:02.678000,2021-07-11 11:34:02.678000,600,test
4530,2021-07-11,webservice,webservice2,"2021-07-11 12:44:06,622 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 12:34:05.783588 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 12:34:06.622000,2021-07-11 12:44:06.622000,600,test
4531,2021-07-11,webservice,webservice2,"2021-07-11 15:48:41,689 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 15:38:40.891596 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 15:38:41.689000,2021-07-11 15:48:41.689000,600,test
4532,2021-07-11,webservice,webservice2,"2021-07-11 19:12:20,989 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 19:02:19.999590 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 19:02:20.989000,2021-07-11 19:12:20.989000,600,test
4533,2021-07-11,dbservice,dbservice2,"2021-07-11 05:35:39,845 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 05:25:38.760895 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 05:25:39.845000,2021-07-11 05:35:39.845000,600,test
4534,2021-07-11,dbservice,dbservice2,"2021-07-11 07:31:56,833 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 07:21:56.044902 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 07:21:56.833000,2021-07-11 07:31:56.833000,600,test
4535,2021-07-11,dbservice,dbservice2,"2021-07-11 22:43:59,787 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 22:33:58.952865 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 22:33:59.787000,2021-07-11 22:43:59.787000,600,test
4536,2021-07-11,webservice,webservice1,"2021-07-11 08:23:28,374 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 08:13:25.638523 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 08:13:28.374000,2021-07-11 08:23:28.374000,600,test
5033,2021-07-11,redisservice,redisservice1,"2021-07-11 14:49:12,548 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 14:39:11.618549 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 14:39:12.548000,2021-07-11 14:49:12.548000,600,test
5034,2021-07-11,redisservice,redisservice2,"2021-07-11 06:32:52,080 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 06:22:51.112941 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 06:22:52.080000,2021-07-11 06:32:52.080000,600,test
5035,2021-07-11,logservice,logservice1,"2021-07-11 01:31:01,551 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 01:21:00.575587 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 01:21:01.551000,2021-07-11 01:31:01.551000,600,test
5036,2021-07-11,logservice,logservice1,"2021-07-11 15:56:33,380 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 15:46:31.951609 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 15:46:33.380000,2021-07-11 15:56:33.380000,600,test
5037,2021-07-11,logservice,logservice1,"2021-07-11 22:37:43,176 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 22:27:41.987599 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 22:27:43.176000,2021-07-11 22:37:43.176000,600,test
5038,2021-07-11,logservice,logservice2,"2021-07-11 14:32:09,049 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 14:22:08.140857 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 14:22:09.049000,2021-07-11 14:32:09.049000,600,test
5039,2021-07-12,dbservice,dbservice1,"2021-07-12 18:09:31,607 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 17:59:30.703300 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 17:59:31.607000,2021-07-12 18:09:31.607000,600,test
5040,2021-07-12,dbservice,dbservice2,"2021-07-12 01:33:01,840 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 01:23:00.969684 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 01:23:01.840000,2021-07-12 01:33:01.840000,600,test
5041,2021-07-12,dbservice,dbservice2,"2021-07-12 05:04:15,014 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 04:54:14.140891 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 04:54:15.014000,2021-07-12 05:04:15.014000,600,test
5042,2021-07-12,dbservice,dbservice2,"2021-07-12 13:16:48,666 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 13:06:47.888948 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 13:06:48.666000,2021-07-12 13:16:48.666000,600,test
5043,2021-07-12,dbservice,dbservice2,"2021-07-12 21:59:44,209 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 21:49:43.348986 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 21:49:44.209000,2021-07-12 21:59:44.209000,600,test
5044,2021-07-12,dbservice,dbservice2,"2021-07-12 22:54:34,165 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 22:44:33.324883 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 22:44:34.165000,2021-07-12 22:54:34.165000,600,test
5045,2021-07-12,webservice,webservice2,"2021-07-12 01:22:58,425 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 01:12:57.555589 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 01:12:58.425000,2021-07-12 01:22:58.425000,600,test
5046,2021-07-12,webservice,webservice2,"2021-07-12 13:42:23,683 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 13:32:22.767640 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 13:32:23.683000,2021-07-12 13:42:23.683000,600,test
5047,2021-07-12,webservice,webservice2,"2021-07-12 15:41:56,803 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 15:31:55.895600 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 15:31:56.803000,2021-07-12 15:41:56.803000,600,test
5048,2021-07-12,webservice,webservice1,"2021-07-12 02:24:07,655 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-12 02:24:07.655000,2021-07-12 02:34:07.655000,600,test
5049,2021-07-12,webservice,webservice1,"2021-07-12 08:47:54,058 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 08:37:51.670532 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 08:37:54.058000,2021-07-12 08:47:54.058000,600,test
5050,2021-07-12,webservice,webservice1,"2021-07-12 17:37:47,573 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 17:27:44.958521 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 17:27:47.573000,2021-07-12 17:37:47.573000,600,test
5301,2021-07-12,redisservice,redisservice2,"2021-07-12 00:02:44,443 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-11 23:52:43.532940 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-11 23:52:44.443000,2021-07-12 00:02:44.443000,600,test
5302,2021-07-12,redisservice,redisservice2,"2021-07-12 07:18:08,057 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 07:08:07.141000 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 07:08:08.057000,2021-07-12 07:18:08.057000,600,test
5303,2021-07-12,redisservice,redisservice2,"2021-07-12 13:29:13,418 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 13:19:12.588908 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 13:19:13.418000,2021-07-12 13:29:13.418000,600,test
5304,2021-07-12,redisservice,redisservice2,"2021-07-12 22:07:23,059 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 21:57:22.132887 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 21:57:23.059000,2021-07-12 22:07:23.059000,600,test
5305,2021-07-12,redisservice,redisservice2,"2021-07-12 23:19:11,006 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 23:09:10.143234 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 23:09:11.006000,2021-07-12 23:19:11.006000,600,test
5306,2021-07-12,redisservice,redisservice1,"2021-07-12 22:56:19,585 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 22:46:18.710538 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 22:46:19.585000,2021-07-12 22:56:19.585000,600,test
5524,2021-07-12,logservice,logservice1,"2021-07-12 06:03:36,022 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 05:53:34.975689 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 05:53:36.022000,2021-07-12 06:03:36.022000,600,test
5525,2021-07-12,logservice,logservice1,"2021-07-12 08:44:58,228 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 08:34:57.327588 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 08:34:58.228000,2021-07-12 08:44:58.228000,600,test
5526,2021-07-12,logservice,logservice1,"2021-07-12 10:34:35,893 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 10:24:34.427569 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 10:24:35.893000,2021-07-12 10:34:35.893000,600,test
5527,2021-07-12,logservice,logservice1,"2021-07-12 15:09:19,335 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 14:59:18.391583 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 14:59:19.335000,2021-07-12 15:09:19.335000,600,test
5528,2021-07-12,logservice,logservice1,"2021-07-12 16:10:08,641 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 16:00:07.431581 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 16:00:08.641000,2021-07-12 16:10:08.641000,600,test
5529,2021-07-12,logservice,logservice1,"2021-07-12 21:30:07,063 | WARNING | 0.0.0.3 | 172.17.0.3 | logservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 21:20:06.139573 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 21:20:07.063000,2021-07-12 21:30:07.063000,600,test
5530,2021-07-12,logservice,logservice2,"2021-07-12 00:39:47,021 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 00:29:45.784881 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 00:29:47.021000,2021-07-12 00:39:47.021000,600,test
5531,2021-07-12,logservice,logservice2,"2021-07-12 13:54:04,958 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 13:44:04.104938 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 13:44:04.958000,2021-07-12 13:54:04.958000,600,test
5532,2021-07-12,logservice,logservice2,"2021-07-12 17:09:19,224 | WARNING | 0.0.0.2 | 172.17.0.3 | logservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-12 16:59:18.368854 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-12 16:59:19.224000,2021-07-12 17:09:19.224000,600,test
5533,2021-07-13,webservice,webservice2,"2021-07-13 08:10:00,960 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | trigger the file moving program, start with 2021-07-13 08:00:00.862348, last for 600 seconds",WARNING,[file moving program],2021-07-13 08:00:00.960000,2021-07-13 08:10:00.960000,600,test
5534,2021-07-13,webservice,webservice2,"2021-07-13 09:11:25,840 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [normal memory freed label] lasts ten minutes",WARNING,[normal memory freed label],2021-07-13 09:11:25.840000,2021-07-13 09:21:25.840000,600,test
5535,2021-07-13,webservice,webservice2,"2021-07-13 19:30:47,311 | WARNING | 0.0.0.3 | 172.17.0.4 | webservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 19:20:46.495594 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 19:20:47.311000,2021-07-13 19:30:47.311000,600,test
5536,2021-07-13,dbservice,dbservice2,"2021-07-13 06:19:25,578 | WARNING | 0.0.0.2 | 172.17.0.2 | dbservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 06:09:24.722768 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 06:09:25.578000,2021-07-13 06:19:25.578000,600,test
5537,2021-07-13,dbservice,dbservice1,"2021-07-13 10:46:12,912 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | trigger an access permission denied exception, will lasts an hour",WARNING,[access permission denied exception],2021-07-13 10:46:12.912000,2021-07-13 11:46:12.912000,3600,test
5538,2021-07-13,dbservice,dbservice1,"2021-07-13 12:19:49,102 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 12:09:48.299000 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 12:09:49.102000,2021-07-13 12:19:49.102000,600,test
5539,2021-07-13,dbservice,dbservice1,"2021-07-13 16:53:54,827 | WARNING | 0.0.0.4 | 172.17.0.3 | dbservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 16:43:53.518687 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 16:43:54.827000,2021-07-13 16:53:54.827000,600,test
5540,2021-07-13,webservice,webservice1,"2021-07-13 04:10:00,715 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | trigger the file moving program, start with 2021-07-13 04:00:00.616779, last for 600 seconds",WARNING,[file moving program],2021-07-13 04:00:00.715000,2021-07-13 04:10:00.715000,600,test
5541,2021-07-13,webservice,webservice1,"2021-07-13 17:40:54,892 | WARNING | 0.0.0.1 | 172.17.0.3 | webservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 17:30:53.070518 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 17:30:54.892000,2021-07-13 17:40:54.892000,600,test
5820,2021-07-13,redisservice,redisservice2,"2021-07-13 12:13:37,953 | WARNING | 0.0.0.2 | 172.17.0.4 | redisservice2 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 12:03:37.093021 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 12:03:37.953000,2021-07-13 12:13:37.953000,600,test
6063,2021-07-13,redisservice,redisservice1,"2021-07-13 10:40:59,517 | WARNING | 0.0.0.1 | 172.17.0.4 | redisservice1 | [memory_anomalies] trigger a high memory program, start at 2021-07-13 10:30:58.611297 and lasts 600 seconds and use 1g memory",WARNING,[memory_anomalies],2021-07-13 10:30:59.517000,2021-07-13 10:40:59.517000,600,test
